"name"	"year"	"month"	"total_flights"	"n_distinct_destination"	"avg_air_time"	"avg_distance"	"perc_delayed"
"Merle K Mudhole Smith"	2017	6	59	2	35.2333	186.5	0.1
"Cherry Capital Airport"	2017	6	317	4	44.4783	231.3323	0.1553
"Pocatello Regional Airport"	2017	6	82	1	32.5854	150	0.0366
"Norman Y Mineta San Jose Intl"	2017	6	4167	31	106.7278	795.118	0.1349
"University Park Airport"	2017	6	133	2	68.5259	401.8889	0.1556
"Mahlon Sweet Fld"	2017	6	388	6	83.6443	586.7964	0.134
"Monroe Rgnl"	2017	6	164	2	63.3232	384.4878	0.1098
"Cleveland Hopkins Intl"	2017	6	3097	33	104.7745	733.0656	0.1662
"Corpus Christi Intl"	2017	6	208	3	37.2238	194.9905	0.1714
"Alexandria Intl"	2017	6	120	3	51.1653	282.0248	0.1322
"Dallas Love Fld"	2017	6	5672	55	95.7011	697.1918	0.2583
"Worcester Regional Airport"	2017	6	58	2	151.3	1151	0.4167
"Kona Intl At Keahole"	2017	6	1266	12	127.0047	1033.6827	0.0584
"Augusta Rgnl At Bush Fld"	2017	6	167	1	31.9345	143	0.2083
"Waterloo Regional Airport"	2017	6	56	1	45.2679	234	0.1786
"Barnstable Muni Boardman Polando Fld"	2017	6	16	1	42.25	196	0.25
"Columbia Metropolitan"	2017	6	340	4	59.5216	351.7406	0.1441
"John Wayne Arpt Orange Co"	2017	6	3521	19	103.9538	778.3797	0.1363
"Myrtle Beach Intl"	2017	6	686	20	74.4871	512.9014	0.1729
"Rick Husband Amarillo Intl"	2017	6	234	5	66.1646	448.8228	0.1013
"Hays Regional Airport"	2017	6	51	1	51.6731	298	0.0962
"Ketchikan Intl"	2017	6	251	4	72.8235	505.702	0.0706
"Roswell Intl Air Center"	2017	6	30	1	72.1667	433	0.0333
"Indianapolis Intl"	2017	6	2398	29	111.3767	789.5679	0.1507
"Tyler Pounds Rgnl"	2017	6	1	1	25	102	1
"Bangor Intl"	2017	6	115	3	96.6475	612.1311	0.4344
"St George Muni"	2017	6	220	3	53.4727	336.0909	0.05
"Manhattan Reigonal"	2017	6	136	2	69.4203	459.4058	0.2029
"Eagle Co Rgnl"	2017	6	26	1	90.1429	721	0.1786
"Gainesville Rgnl"	2017	6	154	1	52.526	300	0.2273
"Sawyer International Airport"	2017	6	86	2	54.3372	331.907	0.093
"Bishop International"	2017	6	347	4	58.7662	336.0704	0.1268
"Gerald R Ford Intl"	2017	6	956	11	62.6004	388.1864	0.1184
"Fayetteville Regional Grannis Field"	2017	6	142	1	60.493	331	0.2183
"Brunswick Golden Isles Airport"	2017	6	85	1	43.0465	238	0.0814
"Greater Rochester Intl"	2017	6	677	11	74.9712	485.7151	0.1396
"San Antonio Intl"	2017	6	2858	30	103.4346	751.2123	0.1688
"Harrisburg Intl"	2017	6	250	4	85.1107	542.7589	0.0988
"Easterwood Fld"	2017	6	89	2	27.9778	108	0.1
"Lincoln"	2017	6	263	4	70.6705	450.8106	0.0947
"Memphis Intl"	2017	6	1252	19	82.4224	562.3477	0.1607
"Charlottesville-Albemarle"	2017	6	147	2	79.5195	520.7013	0.2532
"Plattsburgh Intl"	2017	6	38	3	145.4615	1114.6667	0.2821
"Norfolk Intl"	2017	6	960	13	82.6759	525.9208	0.1883
"Valley Intl"	2017	6	232	3	47.5385	281.2564	0.2179
"Magic Valley Regional Airport"	2017	6	86	1	34.3953	175	0.0581
"Mobile Rgnl"	2017	6	298	3	67.0767	402.0033	0.1733
"City Of Colorado Springs Muni"	2017	6	760	12	83.2977	586.658	0.1371
"Pellston Regional Airport of Emmet County Airport"	2017	6	102	2	38.6176	205.4706	0.0588
"Laredo Intl"	2017	6	167	2	58.6548	350.1964	0.1607
"Joplin Rgnl"	2017	6	56	1	53.3509	327	0.2807
"Albuquerque International Sunport"	2017	6	1699	23	97.5578	719.9296	0.163
"Central Wisconsin"	2017	6	140	2	47.972	222.4406	0.2238
"Dallas Fort Worth Intl"	2017	6	15222	106	123.7648	942.0724	0.2781
"Wilmington Intl"	2017	6	175	3	57.0171	318.3714	0.1657
"Kodiak"	2017	6	54	1	40.6071	253	0.1429
"Atlantic City Intl"	2017	6	287	7	106.5033	782.4	0.28
"Detroit Metro Wayne Co"	2017	6	10810	104	99.319	697.6719	0.1434
"Central Illinois Rgnl"	2017	6	225	3	57.8938	336.5664	0.0973
"Muskegon County Airport"	2017	6	53	1	28.7857	118	0.2143
"Richmond Intl"	2017	6	1330	13	83.2605	552.5224	0.2282
"Hattiesburg Laurel Regional Airport"	2017	6	60	2	21.15	75.55	0.35
"Kansas City Intl"	2017	6	3995	39	103.1222	747.5766	0.1458
"Ronald Reagan Washington Natl"	2017	6	6156	47	110.2813	774.1811	0.1911
"Idaho Falls Rgnl"	2017	6	207	3	50.5894	311.343	0.0435
"Tulsa Intl"	2017	6	1160	14	74.0726	494.8309	0.1477
"Southwest Georgia Regional Airport"	2017	6	86	1	36.4186	145	0.1744
"Springfield Branson Natl"	2017	6	259	4	82.6667	540.4943	0.1609
"John F Kennedy Intl"	2017	6	8081	56	200.745	1498.5937	0.2741
"Friedman Mem"	2017	6	101	4	51.2079	320.5644	0.1287
"Savannah Hilton Head Intl"	2017	6	693	9	73.7762	499.4958	0.1402
"Ted Stevens Anchorage Intl"	2017	6	1943	27	179.4936	1445.491	0.0783
"Birmingham Intl"	2017	6	938	13	75.1063	487.4463	0.1705
"George Bush Intercontinental"	2017	6	11221	103	115.1547	858.0092	0.1545
"Yeager"	2017	6	216	4	73.5602	451.1296	0.213
"Falls Intl"	2017	6	52	1	47.4615	255	0.0577
"Brownsville South Padre Island Intl"	2017	6	62	1	55.1129	308	0.0968
"Greater Binghamton Edwin A Link Fld"	2017	6	74	1	58.1625	378	0.1
"San Angelo Rgnl Mathis Fld"	2017	6	86	1	41.4667	229	0.1889
"Lihue"	2017	6	1159	11	123.0206	1003.7067	0.0523
"Melbourne Intl"	2017	6	142	1	67.6268	442	0.1479
"Charlotte Douglas Intl"	2017	6	9381	67	106.9075	762.1515	0.2014
"Pittsburgh Intl"	2017	6	2516	28	106.376	746.9501	0.1784
"Nome"	2017	6	59	2	73.9833	515.2667	0.15
"Lubbock Preston Smith Intl"	2017	6	324	7	64.3578	415.5291	0.1284
"Missoula Intl"	2017	6	233	5	94.6213	733.2936	0.0851
"Cincinnati Northern Kentucky Intl"	2017	6	1896	33	113.0776	784.7846	0.1599
"Panama City-NW Florida Bea."	2017	6	451	9	68.9248	448.219	0.1106
"Albert J Ellis"	2017	6	113	1	67.5702	399	0.0965
"William P Hobby"	2017	6	4650	47	97.5563	721.6853	0.2602
"Aspen Pitkin County Sardy Field"	2017	6	376	7	71.6875	485.5365	0.1458
"Des Moines Intl"	2017	6	686	12	88.466	609.6107	0.1114
"South Bend Rgnl"	2017	6	465	5	54.2718	311.3907	0.138
"Devils Lake Regional Airport"	2017	6	52	2	52.6923	317.8077	0.0769
"Laramie Regional Airport"	2017	6	52	1	26.9615	113	0.1731
"Bellingham Intl"	2017	6	6	2	74.5	523.5	0
"Martha\\'s Vineyard"	2017	6	29	2	33	142.1	0.4
"Cedar Rapids"	2017	6	502	5	63.2338	387.1866	0.1434
"Rhinelander Oneida County Airport"	2017	6	60	1	41.2167	190	0.05
"Hartsfield Jackson Atlanta Intl"	2017	6	31913	157	93.0642	662.9615	0.1989
"Nantucket Mem"	2017	6	109	3	39.1478	191.2957	0.3391
"Kalamazoo"	2017	6	257	2	30.3688	118.6806	0.1559
"Rogue Valley Intl Medford"	2017	6	286	5	84.5017	587.7944	0.1812
"Huntsville International Airport-Carl T Jones Field"	2017	6	329	4	52.5826	297.6306	0.1381
"Tucson Intl"	2017	6	1163	15	100.8065	743.1679	0.1569
"Southwest Florida Intl"	2017	6	1790	27	123.5769	922.1134	0.2129
"Spokane Intl"	2017	6	954	12	92.9665	680.1036	0.1067
"Jamestown Regional Airport"	2017	6	82	2	43.8537	262.2683	0.061
"Sarasota Bradenton Intl"	2017	6	221	3	83.4434	555.0543	0.1176
"Tampa Intl"	2017	6	5769	53	120.0574	886.7388	0.1989
"Billings Logan International Airport"	2017	6	283	3	72.1343	515.6466	0.0565
"General Mitchell Intl"	2017	6	2583	28	105.3267	742.1339	0.1473
"Sioux Falls"	2017	6	422	5	69.5519	458.5731	0.1509
"Fairbanks Intl"	2017	6	339	4	156.4012	1250.2448	0.0737
"Brainerd Lakes Rgnl"	2017	6	52	1	27.9808	114	0.0962
"Great Falls Intl"	2017	6	190	4	85.3789	622.1053	0.0632
"Fresno Yosemite Intl"	2017	6	665	9	81.8296	565.6801	0.1286
"Durango La Plata Co"	2017	6	118	3	50.1513	315.042	0.0924
"Lewiston Nez Perce Co"	2017	6	60	1	66.8667	461	0.0167
"Meadows Fld"	2017	6	203	3	75.9608	486.2108	0.1569
"Piedmont Triad"	2017	6	463	6	66.6059	425.2966	0.1886
"Niagara Falls Intl"	2017	6	39	3	104.9767	906.7674	0.2326
"Lovell Fld"	2017	6	355	4	57.3782	327.8067	0.1849
"Minot Intl"	2017	6	150	2	74.9067	509.9667	0.08
"Chisholm Hibbing"	2017	6	52	1	36.7308	174	0.0577
"Palm Springs Intl"	2017	6	495	9	74.1403	495.0942	0.1523
"Dillingham"	2017	6	27	1	52	329	0.0741
"Albany Intl"	2017	6	772	12	107.4617	716.7538	0.1658
"Will Rogers World"	2017	6	1304	19	88.1341	613.263	0.128
"Theodore Francis Green State"	2017	6	1104	13	101.9831	672.2591	0.1825
"Asheville Regional Airport"	2017	6	340	4	55.9855	324.8	0.2464
"Denver Intl"	2017	6	19836	130	118.1422	911.5588	0.154
"Sloulin Fld Intl"	2017	6	87	2	79.6092	555.3103	0.069
"Lambert St Louis Intl"	2017	6	4898	51	100.0541	719.6504	0.1823
"Reno Tahoe Intl"	2017	6	1382	17	87.6508	639.4708	0.1389
"Kahului"	2017	6	2075	16	155.2158	1284.7924	0.0682
"Rock Springs Sweetwater County Airport"	2017	6	56	1	42.4643	260	0.0357
"Houghton County Memorial Airport"	2017	6	59	1	62.6	360	0.0833
"Tri-Cities Regional Airport"	2017	6	147	1	43.3469	227	0.1361
"Southwest Oregon Regional Airport"	2017	6	33	2	80.1818	526.1818	0.303
"James M Cox Dayton Intl"	2017	6	468	8	71.9408	435.8774	0.1776
"Baton Rouge Metro Ryan Fld"	2017	6	619	4	64.8546	403.1131	0.1955
"Cedar City Rgnl"	2017	6	52	1	38.2692	221	0.0577
"Montrose Regional Airport"	2017	6	26	2	114.3846	842.6538	0.0385
"Columbus Metropolitan Airport"	2017	6	107	1	24.8981	83	0.1296
"Santa Fe Muni"	2017	6	120	2	68.7273	506.124	0.157
"Tallahassee Rgnl"	2017	6	189	1	42.6842	223	0.1316
"Bethel"	2017	6	80	1	60.3171	399	0.0732
"General Edward Lawrence Logan Intl"	2017	6	10736	59	146.3041	1042.4844	0.2824
"Shreveport Rgnl"	2017	6	446	4	63.1062	382.4668	0.1681
"Evansville Regional"	2017	6	189	3	56.4635	295.7656	0.125
"Yellowstone Airport"	2017	6	52	1	45.5385	273	0.0769
"Bradley Intl"	2017	6	1887	25	127.5883	895.8605	0.1583
"Grand Junction Regional"	2017	6	224	3	48.4866	274.0714	0.0625
"Fort Wayne"	2017	6	450	5	52.2424	290.8908	0.1769
"St. Augustine Airport"	2017	6	17	1	104.9412	766	0.6471
"Lehigh Valley Intl"	2017	6	133	3	90.2985	572.2313	0.1119
"Mc Ghee Tyson"	2017	6	517	9	78.1198	507.8194	0.1863
"Phoenix Sky Harbor Intl"	2017	6	13009	88	127.8033	1005.6103	0.1567
"Newport News Williamsburg Intl"	2017	6	90	1	82.1889	508	0.1
"Louisville International Airport"	2017	6	880	15	80.0011	514.9391	0.1445
"Minneapolis St Paul Intl"	2017	6	11831	112	109.7956	801.7758	0.1373
"Chippewa Valley Regional Airport"	2017	6	55	1	49.3571	269	0.0893
"Palm Beach Intl"	2017	6	1650	15	120.3188	887.3886	0.2318
"Duluth Intl"	2017	6	229	2	50.8052	264.4762	0.1429
"Wilkes Barre Scranton Intl"	2017	6	131	3	92.6641	570.7405	0.1603
"Arnold Palmer Regional Airport"	2017	6	83	3	99.3372	742.093	0.1163
"Delta County Airport"	2017	6	52	1	49.3846	306	0.1538
"Sitka Rocky Gutierrez"	2017	6	173	3	72.1387	495.474	0.0867
"Lake Charles Rgnl"	2017	6	83	2	30.4405	133	0.131
"Burlington Intl"	2017	6	294	5	77.9934	468.2881	0.2781
"Akron Canton Regional Airport"	2017	6	520	8	74.0171	488.5722	0.1502
"Juneau Intl"	2017	6	481	7	72.7216	513.8412	0.0907
"Rochester"	2017	6	290	3	47.7153	275.139	0.1763
"Honolulu Intl"	2017	6	4316	27	149.9321	1258.1978	0.0689
"Tri Cities Airport"	2017	6	306	5	84.1003	609.2427	0.0583
"Aberdeen Regional Airport"	2017	6	59	1	44.95	257	0.0833
"Jacksonville Intl"	2017	6	1465	18	79.1776	549.7562	0.208
"Capital City"	2017	6	191	3	31.776	141.2188	0.099
"Redding Muni"	2017	6	87	1	41.0889	199	0.1889
"Santa Barbara Muni"	2017	6	442	6	65.3879	431.2735	0.1614
"Syracuse Hancock Intl"	2017	6	450	9	85.7059	551.8475	0.1765
"Bert Mooney Airport"	2017	6	56	1	56.125	358	0.0536
"Central Nebraska Regional Airport"	2017	6	53	1	80.6981	561	0.1887
"Erie Intl Tom Ridge Fld"	2017	6	141	2	47.9366	256.2817	0.1127
"Sioux Gateway Col Bud Day Fld"	2017	6	1	1	107	657	1
"Boise Air Terminal"	2017	6	1335	18	88.4218	615.0658	0.1137
"Grand Forks Intl"	2017	6	129	1	49.8837	284	0.1085
"Fort Smith Rgnl"	2017	6	58	1	81.2241	579	0.0862
"Columbia Rgnl"	2017	6	29	1	51.4333	315	0.0333
"Lea Co Rgnl"	2017	6	55	1	71.3929	501	0.0536
"Mc Carran Intl"	2017	6	12832	75	126.6768	1007.4485	0.1869
"Philadelphia Intl"	2017	6	6248	46	146.5248	1069.6363	0.2601
"Newark Liberty Intl"	2017	6	9612	80	156.5792	1146.8515	0.2806
"Elmira Corning Rgnl"	2017	6	41	1	55.1463	332	0.0488
"Louis Armstrong New Orleans Intl"	2017	6	3931	41	105.0251	770.2486	0.2027
"Midland Intl"	2017	6	412	5	66.7885	433.3029	0.1635
"Chippewa County International Airport"	2017	6	56	1	45.3929	284	0.0357
"Portland Intl Jetport"	2017	6	563	10	84.4494	528.0909	0.2504
"Orlando Intl"	2017	6	11095	72	131.2083	983.0106	0.239
"Washington Dulles Intl"	2017	6	3351	35	177.8539	1320.2285	0.1757
"Dothan Rgnl"	2017	6	104	1	35.6075	170	0.2243
"Wiley Post Will Rogers Mem"	2017	6	75	2	85.4675	638.5065	0.039
"Arcata"	2017	6	93	1	48.0851	250	0.2128
"Deadhorse"	2017	6	60	1	35.25	204	0.05
"Quad City Intl"	2017	6	271	5	62.1522	390.1341	0.1232
"Lafayette Rgnl"	2017	6	186	2	63.8085	387.3404	0.1223
"Baltimore Washington Intl"	2017	6	8946	63	117.0075	834.6733	0.2023
"Buffalo Niagara Intl"	2017	6	1568	17	92.229	628.0255	0.1711
"Adams Fld"	2017	6	702	9	78.744	522.0877	0.1556
"Manchester Regional Airport"	2017	6	482	8	101.791	648.8238	0.0963
"Roberts Fld"	2017	6	351	6	83.9915	572.7082	0.1275
"Hilo Intl"	2017	6	520	3	48.2457	325.0672	0.0403
"Trenton Mercer"	2017	6	179	8	104.7056	693.4778	0.2667
"Raleigh Durham Intl"	2017	6	3088	35	103.8506	717.9036	0.1893
"Jackson Hole Airport"	2017	6	366	10	93.9837	706.9183	0.1281
"Rapid City Regional Airport"	2017	6	321	5	75.6646	526.9193	0.087
"Bemidji Regional Airport"	2017	6	60	1	37.55	199	0.0333
"Eppley Afld"	2017	6	1794	22	94.6617	664.1531	0.1305
"Bob Hope"	2017	6	2123	12	67.4039	459.916	0.1472
"Golden Triangle Regional Airport"	2017	6	62	1	48.371	241	0.2097
"Fort Lauderdale Hollywood Intl"	2017	6	7212	61	133.7752	1026.9072	0.2965
"San Luis County Regional Airport"	2017	6	313	5	56.2713	325.3344	0.142
"Stewart Intl"	2017	6	112	3	112.4052	776.1552	0.4138
"Lawton-Fort Sill Regional Airport"	2017	6	83	1	27.6512	140	0.2674
"Mc Allen Miller Intl"	2017	6	158	2	59.2037	372.6667	0.1605
"Petersburg James A. Johnson"	2017	6	59	2	19.1667	77	0.15
"Charleston Afb Intl"	2017	6	1225	21	86.425	596.6984	0.2008
"Natrona Co Intl"	2017	6	61	2	58.8525	318.5246	0.0164
"Elko Regional Airport"	2017	6	56	1	36.3214	200	0.0357
"Los Angeles Intl"	2017	6	18432	75	164.4872	1333.9437	0.1792
"Miami Intl"	2017	6	5557	34	148.8119	1133.0932	0.2523
"Chicago Ohare Intl"	2017	6	24247	149	107.0949	783.4881	0.2017
"Portland Intl"	2017	6	5706	49	143.1268	1132.5432	0.1248
"Yuma Mcas Yuma Intl"	2017	6	119	1	32.3917	160	0.05
"Ontario Intl"	2017	6	1693	13	76.7736	542.124	0.1556
"Montgomery Regional Airport"	2017	6	138	1	31.9058	147	0.2754
"Appleton"	2017	6	273	4	54.4167	323.3007	0.1087
"Daytona Beach Intl"	2017	6	175	2	67.0795	455.4886	0.1534
"Yakutat"	2017	6	60	2	34.6	205.5	0.0667
"La Guardia"	2017	6	7684	54	117.7673	832.3902	0.2172
"Austin Straubel Intl"	2017	6	419	4	50.3991	275.1737	0.1009
"Adak Airport"	2017	6	9	1	154.1111	1192	0.3333
"Wichita Mid Continent"	2017	6	697	10	89.44	615.6557	0.1386
"Robert Gray Aaf"	2017	6	132	3	61.1504	388.9173	0.1353
"Helena Rgnl"	2017	6	146	3	77.2123	546.4521	0.0411
"Toledo"	2017	6	23	1	40.0385	213	0.2692
"Key West Intl"	2017	6	131	1	93.2443	646	0.1069
"Salt Lake City Intl"	2017	6	9656	85	101.1596	757.5974	0.0939
"Jackson Evers Intl"	2017	6	385	3	61.1964	373.2946	0.1447
"Ralph Wien Mem"	2017	6	58	2	57.3	389.8333	0.1667
"Blue Grass"	2017	6	446	6	67.6505	373.5582	0.211
"Glacier Park Intl"	2017	6	191	5	98.8063	754.5445	0.0314
"Ford Airport"	2017	6	56	2	50.9286	297.3929	0.1607
"Gulfport-Biloxi"	2017	6	199	2	59.755	362.08	0.115
"San Francisco Intl"	2017	6	14815	78	147.648	1213.0328	0.2154
"Laughlin-Bullhead Intl"	2017	6	30	1	38.6	188	0.1333
"Mbs Intl"	2017	6	201	3	37.5902	196.3122	0.1024
"Peoria Regional"	2017	6	294	4	49.8829	269.7425	0.1739
"Charles M Schulz Sonoma Co"	2017	6	97	2	45.5816	259.7755	0.2755
"Nashville Intl"	2017	6	4727	43	101.7424	721.2986	0.192
"El Paso Intl"	2017	6	916	11	85.2424	619.2955	0.1667
"Long Island Mac Arthur"	2017	6	367	5	109.0858	721.2145	0.1501
"Metropolitan Oakland Intl"	2017	6	4344	38	106.7273	813.6198	0.1803
"Chicago Midway Intl"	2017	6	7766	66	110.3703	815.0405	0.2097
"Port Columbus Intl"	2017	6	2051	26	106.3017	745.3723	0.1586
"Yellowstone Rgnl"	2017	6	110	3	55.7909	320.0909	0.0545
"NW Arkansas Regional"	2017	6	485	9	93.6782	633.4929	0.1772
"Valdosta Regional Airport"	2017	6	86	1	45.6628	208	0.1512
"Monterey Peninsula"	2017	6	230	3	48.8263	260.1525	0.1949
"Gustavus Airport"	2017	6	25	1	13.4815	41	0.0741
"John Wayne Arpt Orange Co"	2017	5	3553	20	104.7232	774.9754	0.1141
"Myrtle Beach Intl"	2017	5	657	19	76.6124	531.5311	0.1731
"Rick Husband Amarillo Intl"	2017	5	264	4	64.6194	435.7052	0.0896
"Hays Regional Airport"	2017	5	53	1	52.0556	298	0.1111
"Ketchikan Intl"	2017	5	198	4	65.6583	448.9095	0.0704
"Roswell Intl Air Center"	2017	5	39	2	70.6154	433.4103	0.1026
"Indianapolis Intl"	2017	5	2347	27	109.2683	758.947	0.1424
"Tyler Pounds Rgnl"	2017	5	30	1	26.7419	102	0.129
"Bangor Intl"	2017	5	46	1	63.5741	393	0.4815
"St George Muni"	2017	5	242	3	53.6281	332.2066	0.0455
"Manhattan Reigonal"	2017	5	126	2	69.1628	462.4729	0.155
"Gainesville Rgnl"	2017	5	112	1	50.7699	300	0.0973
"Sawyer International Airport"	2017	5	88	2	54.7727	331.7386	0.1023
"Bishop International"	2017	5	340	4	59.9621	330.3848	0.1166
"Gerald R Ford Intl"	2017	5	890	11	68.5888	419.467	0.0749
"Fayetteville Regional Grannis Field"	2017	5	145	1	60.0759	331	0.1517
"Brunswick Golden Isles Airport"	2017	5	85	1	42.8118	238	0.1059
"Greater Rochester Intl"	2017	5	624	10	77.5994	493.385	0.1283
"San Antonio Intl"	2017	5	2789	30	102.4028	742.1551	0.1415
"Harrisburg Intl"	2017	5	247	4	86.2672	543.502	0.0405
"Easterwood Fld"	2017	5	171	2	32.3563	134	0.1782
"Lincoln"	2017	5	239	4	71.0292	452.3875	0.0583
"Memphis Intl"	2017	5	1276	17	82.9472	563.0458	0.1102
"Charlottesville-Albemarle"	2017	5	227	2	80.4498	501.2664	0.1659
"Plattsburgh Intl"	2017	5	38	3	146.7436	1114.6667	0.3077
"Norfolk Intl"	2017	5	972	11	84.0478	521.748	0.1474
"Valley Intl"	2017	5	242	3	46.065	281.4715	0.1545
"Magic Valley Regional Airport"	2017	5	86	1	34.0465	175	0.0581
"Mobile Rgnl"	2017	5	290	3	69.5171	405.5993	0.1438
"City Of Colorado Springs Muni"	2017	5	689	11	86.6825	602.254	0.1457
"Pellston Regional Airport of Emmet County Airport"	2017	5	83	2	38.7952	196.8795	0.0602
"Laredo Intl"	2017	5	197	2	54.7833	356.6897	0.0985
"Albuquerque International Sunport"	2017	5	1646	23	93.2848	685.2721	0.1309
"Central Wisconsin"	2017	5	161	2	50.0123	235.2222	0.1111
"Dallas Fort Worth Intl"	2017	5	15343	98	122.097	914.9109	0.1767
"Wilmington Intl"	2017	5	124	3	51.2	275.912	0.088
"Kodiak"	2017	5	58	1	41.4828	253	0.0345
"Atlantic City Intl"	2017	5	300	7	106.7677	782.4	0.1387
"Detroit Metro Wayne Co"	2017	5	11110	102	97.8036	679.7001	0.1235
"Central Illinois Rgnl"	2017	5	227	3	57.0262	336.1878	0.0873
"Muskegon County Airport"	2017	5	57	1	31.3448	118	0.069
"Richmond Intl"	2017	5	1254	13	83.8741	546.2518	0.2041
"Hattiesburg Laurel Regional Airport"	2017	5	44	2	34.8333	236.3889	0.0926
"Kansas City Intl"	2017	5	3937	38	102.2685	737.6816	0.1183
"Ronald Reagan Washington Natl"	2017	5	6489	46	112.2746	768.4094	0.1542
"Idaho Falls Rgnl"	2017	5	204	2	51.2878	303.9024	0.0439
"Tulsa Intl"	2017	5	1229	14	74.6086	491.8749	0.1065
"Southwest Georgia Regional Airport"	2017	5	84	1	35.6235	145	0.0941
"Springfield Branson Natl"	2017	5	182	3	83.2692	551.1319	0.1209
"John F Kennedy Intl"	2017	5	7938	56	199.3283	1484.9662	0.2699
"Friedman Mem"	2017	5	62	1	37.4194	222	0.0323
"Savannah Hilton Head Intl"	2017	5	688	9	72.7963	482.7194	0.1567
"Ted Stevens Anchorage Intl"	2017	5	1425	19	157.8239	1263.8854	0.0503
"Birmingham Intl"	2017	5	983	14	82.1895	518.4043	0.1226
"George Bush Intercontinental"	2017	5	11369	98	111.9352	834.0691	0.1332
"Yeager"	2017	5	227	4	71.0805	445.5508	0.2034
"Falls Intl"	2017	5	52	1	44.3654	255	0.0769
"Brownsville South Padre Island Intl"	2017	5	110	1	51.2743	308	0.0619
"Greater Binghamton Edwin A Link Fld"	2017	5	1	1	70	378	0
"San Angelo Rgnl Mathis Fld"	2017	5	79	1	40.6125	229	0.225
"Lihue"	2017	5	1012	11	107.9695	869.6788	0.0591
"Melbourne Intl"	2017	5	144	1	66.9583	442	0.1389
"Charlotte Douglas Intl"	2017	5	9886	66	106.3903	740.5034	0.1569
"Pittsburgh Intl"	2017	5	2414	27	105.9843	730.8517	0.1091
"Nome"	2017	5	61	2	70.4355	510.2903	0.0161
"Lubbock Preston Smith Intl"	2017	5	367	7	63.3548	405.5134	0.1263
"Missoula Intl"	2017	5	190	4	89.5842	638.2	0.0526
"Cincinnati Northern Kentucky Intl"	2017	5	1549	27	117.0674	796.2633	0.1606
"Panama City-NW Florida Bea."	2017	5	437	7	69.9772	438.468	0.1279
"Albert J Ellis"	2017	5	117	1	67.1795	399	0.1282
"William P Hobby"	2017	5	4557	44	95.7355	699.4382	0.1743
"Aspen Pitkin County Sardy Field"	2017	5	138	1	28.5106	125	0.156
"Des Moines Intl"	2017	5	702	12	92.7841	639.9219	0.098
"South Bend Rgnl"	2017	5	456	5	54.8214	310.0675	0.1089
"Laramie Regional Airport"	2017	5	53	1	25.6481	113	0.0556
"Bellingham Intl"	2017	5	62	2	75.0484	523.5	0.129
"Martha\\'s Vineyard"	2017	5	7	1	38.375	173	0.5
"Cedar Rapids"	2017	5	437	5	64.9226	396.3736	0.1185
"Rhinelander Oneida County Airport"	2017	5	58	1	38.5645	190	0.129
"Hartsfield Jackson Atlanta Intl"	2017	5	32090	151	93.4664	652.5672	0.1601
"Nantucket Mem"	2017	5	35	3	43.2162	195	0.6757
"Kalamazoo"	2017	5	246	2	31.684	119.336	0.084
"Rogue Valley Intl Medford"	2017	5	207	3	82.3175	560.7867	0.1469
"Huntsville International Airport-Carl T Jones Field"	2017	5	342	3	53.7733	292.3198	0.0843
"Tucson Intl"	2017	5	1319	16	101.6129	750.0432	0.1606
"Southwest Florida Intl"	2017	5	2131	27	127.1468	936.1705	0.1496
"Spokane Intl"	2017	5	825	8	85.4642	606.0473	0.0812
"Jamestown Regional Airport"	2017	5	83	2	44.4286	263.8333	0.1071
"Sarasota Bradenton Intl"	2017	5	272	6	95.5309	658.7491	0.1491
"Tampa Intl"	2017	5	5859	53	121.499	878.1526	0.1651
"Billings Logan International Airport"	2017	5	264	3	72.0717	500.1208	0.0491
"General Mitchell Intl"	2017	5	2579	27	102.3255	712.1735	0.1116
"Sioux Falls"	2017	5	389	4	60.7823	393.0253	0.119
"Fairbanks Intl"	2017	5	257	3	125.4845	968.6628	0.0271
"Brainerd Lakes Rgnl"	2017	5	54	1	28.5741	114	0.0926
"Great Falls Intl"	2017	5	119	3	81.8487	577.5126	0.0084
"Fresno Yosemite Intl"	2017	5	731	9	81.0572	540.1785	0.1267
"Durango La Plata Co"	2017	5	115	2	51.3478	306.4261	0.0696
"Lewiston Nez Perce Co"	2017	5	60	1	67.6	461	0.0167
"Meadows Fld"	2017	5	176	3	78.8192	498.9774	0.0791
"Piedmont Triad"	2017	5	433	6	65.9661	419.8713	0.2009
"Niagara Falls Intl"	2017	5	42	3	113.0444	903.6	0.1778
"Lovell Fld"	2017	5	324	4	62.4049	360.6135	0.1718
"Minot Intl"	2017	5	194	2	73.8462	488.7436	0.0667
"Chisholm Hibbing"	2017	5	54	1	37.463	174	0.0741
"Palm Springs Intl"	2017	5	715	12	92.4278	646.5403	0.1403
"Albany Intl"	2017	5	746	11	115.1488	757.6046	0.1113
"Will Rogers World"	2017	5	1207	20	91.9027	641.7461	0.1031
"Theodore Francis Green State"	2017	5	1131	14	105.2459	690.735	0.129
"Asheville Regional Airport"	2017	5	324	3	53.9571	309.9663	0.1626
"Denver Intl"	2017	5	19064	124	116.9363	899.282	0.1538
"Sloulin Fld Intl"	2017	5	94	2	82.7234	556.8511	0.0638
"Lambert St Louis Intl"	2017	5	4823	48	101.346	722.8418	0.1584
"Reno Tahoe Intl"	2017	5	1293	14	80.119	558.2619	0.1528
